Source,Target,Type,Id,Label,timeset,Weight,TYPE
2149,574,Directed,11044,MENTIONED_BY,,1,MENTIONED_BY
2777,574,Directed,11039,MENTIONED_BY,,1,MENTIONED_BY
1549,574,Directed,11028,MENTIONED_BY,,1,MENTIONED_BY
1836,574,Directed,11022,MENTIONED_BY,,1,MENTIONED_BY
2775,574,Directed,10997,MENTIONED_BY,,1,MENTIONED_BY
2774,574,Directed,10993,MENTIONED_BY,,1,MENTIONED_BY
2773,574,Directed,10987,MENTIONED_BY,,1,MENTIONED_BY
2732,574,Directed,10957,MENTIONED_BY,,1,MENTIONED_BY
2771,574,Directed,10963,MENTIONED_BY,,1,MENTIONED_BY
1555,574,Directed,10975,MENTIONED_BY,,1,MENTIONED_BY
2169,574,Directed,10951,MENTIONED_BY,,1,MENTIONED_BY
2768,574,Directed,10947,MENTIONED_BY,,1,MENTIONED_BY
1213,574,Directed,10935,MENTIONED_BY,,1,MENTIONED_BY
1249,574,Directed,10939,MENTIONED_BY,,1,MENTIONED_BY
1718,574,Directed,10937,MENTIONED_BY,,1,MENTIONED_BY
2767,574,Directed,10927,MENTIONED_BY,,1,MENTIONED_BY
2766,574,Directed,10921,MENTIONED_BY,,1,MENTIONED_BY
2765,574,Directed,10912,MENTIONED_BY,,1,MENTIONED_BY
2739,574,Directed,10903,MENTIONED_BY,,1,MENTIONED_BY
1795,574,Directed,10898,MENTIONED_BY,,1,MENTIONED_BY
2764,574,Directed,10891,MENTIONED_BY,,1,MENTIONED_BY
2763,574,Directed,10881,MENTIONED_BY,,1,MENTIONED_BY
2762,574,Directed,10876,MENTIONED_BY,,1,MENTIONED_BY
2074,574,Directed,10874,MENTIONED_BY,,1,MENTIONED_BY
2761,574,Directed,10868,MENTIONED_BY,,1,MENTIONED_BY
2759,574,Directed,10864,MENTIONED_BY,,1,MENTIONED_BY
2758,574,Directed,10860,MENTIONED_BY,,1,MENTIONED_BY
2757,574,Directed,10857,MENTIONED_BY,,1,MENTIONED_BY
1398,574,Directed,10855,MENTIONED_BY,,1,MENTIONED_BY
2755,574,Directed,10846,MENTIONED_BY,,1,MENTIONED_BY
1640,574,Directed,10538,MENTIONED_BY,,1,MENTIONED_BY
2699,574,Directed,10508,MENTIONED_BY,,1,MENTIONED_BY
1105,574,Directed,10495,MENTIONED_BY,,1,MENTIONED_BY
1206,574,Directed,10478,MENTIONED_BY,,1,MENTIONED_BY
1925,574,Directed,10468,MENTIONED_BY,,1,MENTIONED_BY
2696,574,Directed,10458,MENTIONED_BY,,1,MENTIONED_BY
1011,574,Directed,10450,MENTIONED_BY,,1,MENTIONED_BY
2695,574,Directed,10442,MENTIONED_BY,,1,MENTIONED_BY
2693,574,Directed,10423,MENTIONED_BY,,1,MENTIONED_BY
2330,574,Directed,10427,MENTIONED_BY,,1,MENTIONED_BY
2691,574,Directed,10416,MENTIONED_BY,,1,MENTIONED_BY
2690,574,Directed,10409,MENTIONED_BY,,1,MENTIONED_BY
2464,574,Directed,10255,MENTIONED_BY,,1,MENTIONED_BY
1111,574,Directed,10250,MENTIONED_BY,,1,MENTIONED_BY
2676,574,Directed,10241,MENTIONED_BY,,1,MENTIONED_BY
1015,574,Directed,10238,MENTIONED_BY,,1,MENTIONED_BY
2675,574,Directed,10235,MENTIONED_BY,,1,MENTIONED_BY
2674,574,Directed,10213,MENTIONED_BY,,1,MENTIONED_BY
1055,574,Directed,10201,MENTIONED_BY,,1,MENTIONED_BY
2673,574,Directed,10196,MENTIONED_BY,,1,MENTIONED_BY
1177,574,Directed,10185,MENTIONED_BY,,1,MENTIONED_BY
2669,574,Directed,10173,MENTIONED_BY,,1,MENTIONED_BY
2670,574,Directed,10159,MENTIONED_BY,,1,MENTIONED_BY
2668,574,Directed,10145,MENTIONED_BY,,1,MENTIONED_BY
2140,574,Directed,10150,MENTIONED_BY,,1,MENTIONED_BY
2667,574,Directed,10127,MENTIONED_BY,,1,MENTIONED_BY
2664,574,Directed,10121,MENTIONED_BY,,1,MENTIONED_BY
2665,574,Directed,10124,MENTIONED_BY,,1,MENTIONED_BY
2663,574,Directed,10119,MENTIONED_BY,,1,MENTIONED_BY
2661,574,Directed,10105,MENTIONED_BY,,1,MENTIONED_BY
2660,574,Directed,10090,MENTIONED_BY,,1,MENTIONED_BY
2659,574,Directed,10083,MENTIONED_BY,,1,MENTIONED_BY
2658,574,Directed,10073,MENTIONED_BY,,1,MENTIONED_BY
2657,574,Directed,10068,MENTIONED_BY,,1,MENTIONED_BY
2656,574,Directed,10062,MENTIONED_BY,,1,MENTIONED_BY
2655,574,Directed,10054,MENTIONED_BY,,1,MENTIONED_BY
2654,574,Directed,10048,MENTIONED_BY,,1,MENTIONED_BY
2653,574,Directed,10037,MENTIONED_BY,,1,MENTIONED_BY
1821,574,Directed,10042,MENTIONED_BY,,1,MENTIONED_BY
2652,574,Directed,10023,MENTIONED_BY,,1,MENTIONED_BY
2625,574,Directed,10019,MENTIONED_BY,,1,MENTIONED_BY
2651,574,Directed,10013,MENTIONED_BY,,1,MENTIONED_BY
2624,574,Directed,10010,MENTIONED_BY,,1,MENTIONED_BY
1343,574,Directed,10008,MENTIONED_BY,,1,MENTIONED_BY
1191,574,Directed,9991,MENTIONED_BY,,1,MENTIONED_BY
2649,574,Directed,9998,MENTIONED_BY,,1,MENTIONED_BY
2648,574,Directed,9996,MENTIONED_BY,,1,MENTIONED_BY
2647,574,Directed,9987,MENTIONED_BY,,1,MENTIONED_BY
2646,574,Directed,9984,MENTIONED_BY,,1,MENTIONED_BY
2622,574,Directed,9825,MENTIONED_BY,,1,MENTIONED_BY
1846,574,Directed,9819,MENTIONED_BY,,1,MENTIONED_BY
2160,574,Directed,9816,MENTIONED_BY,,1,MENTIONED_BY
1842,574,Directed,9812,MENTIONED_BY,,1,MENTIONED_BY
2619,574,Directed,9804,MENTIONED_BY,,1,MENTIONED_BY
2617,574,Directed,9800,MENTIONED_BY,,1,MENTIONED_BY
2618,574,Directed,9802,MENTIONED_BY,,1,MENTIONED_BY
1095,574,Directed,9792,MENTIONED_BY,,1,MENTIONED_BY
2616,574,Directed,9789,MENTIONED_BY,,1,MENTIONED_BY
1417,574,Directed,9777,MENTIONED_BY,,1,MENTIONED_BY
2614,574,Directed,9767,MENTIONED_BY,,1,MENTIONED_BY
2615,574,Directed,9771,MENTIONED_BY,,1,MENTIONED_BY
2460,574,Directed,9769,MENTIONED_BY,,1,MENTIONED_BY
2319,574,Directed,9759,MENTIONED_BY,,1,MENTIONED_BY
1403,574,Directed,9756,MENTIONED_BY,,1,MENTIONED_BY
2612,574,Directed,9749,MENTIONED_BY,,1,MENTIONED_BY
2166,574,Directed,9591,MENTIONED_BY,,1,MENTIONED_BY
2578,574,Directed,9574,MENTIONED_BY,,1,MENTIONED_BY
2579,574,Directed,9577,MENTIONED_BY,,1,MENTIONED_BY
2580,574,Directed,9579,MENTIONED_BY,,1,MENTIONED_BY
2576,574,Directed,9563,MENTIONED_BY,,1,MENTIONED_BY
2575,574,Directed,9561,MENTIONED_BY,,1,MENTIONED_BY
2573,574,Directed,9554,MENTIONED_BY,,1,MENTIONED_BY
1896,574,Directed,9542,MENTIONED_BY,,1,MENTIONED_BY
2572,574,Directed,9534,MENTIONED_BY,,1,MENTIONED_BY
2569,574,Directed,9519,MENTIONED_BY,,1,MENTIONED_BY
1950,574,Directed,9513,MENTIONED_BY,,1,MENTIONED_BY
2568,574,Directed,9515,MENTIONED_BY,,1,MENTIONED_BY
2571,574,Directed,9526,MENTIONED_BY,,1,MENTIONED_BY
702,574,Directed,9521,MENTIONED_BY,,1,MENTIONED_BY
2570,574,Directed,9523,MENTIONED_BY,,1,MENTIONED_BY
2567,574,Directed,9506,MENTIONED_BY,,1,MENTIONED_BY
2566,574,Directed,9493,MENTIONED_BY,,1,MENTIONED_BY
2366,574,Directed,9490,MENTIONED_BY,,1,MENTIONED_BY
2369,574,Directed,9488,MENTIONED_BY,,1,MENTIONED_BY
954,574,Directed,9502,MENTIONED_BY,,1,MENTIONED_BY
1940,574,Directed,9498,MENTIONED_BY,,1,MENTIONED_BY
2542,574,Directed,9320,MENTIONED_BY,,1,MENTIONED_BY
2540,574,Directed,9315,MENTIONED_BY,,1,MENTIONED_BY
2541,574,Directed,9317,MENTIONED_BY,,1,MENTIONED_BY
2537,574,Directed,9304,MENTIONED_BY,,1,MENTIONED_BY
1522,574,Directed,9296,MENTIONED_BY,,1,MENTIONED_BY
1301,574,Directed,9292,MENTIONED_BY,,1,MENTIONED_BY
2533,574,Directed,9278,MENTIONED_BY,,1,MENTIONED_BY
2532,574,Directed,9274,MENTIONED_BY,,1,MENTIONED_BY
2531,574,Directed,9272,MENTIONED_BY,,1,MENTIONED_BY
2534,574,Directed,9280,MENTIONED_BY,,1,MENTIONED_BY
2535,574,Directed,9284,MENTIONED_BY,,1,MENTIONED_BY
2530,574,Directed,9266,MENTIONED_BY,,1,MENTIONED_BY
2528,574,Directed,9254,MENTIONED_BY,,1,MENTIONED_BY
2529,574,Directed,9256,MENTIONED_BY,,1,MENTIONED_BY
2527,574,Directed,9246,MENTIONED_BY,,1,MENTIONED_BY
2508,574,Directed,9243,MENTIONED_BY,,1,MENTIONED_BY
2525,574,Directed,9238,MENTIONED_BY,,1,MENTIONED_BY
2526,574,Directed,9240,MENTIONED_BY,,1,MENTIONED_BY
2467,574,Directed,9223,MENTIONED_BY,,1,MENTIONED_BY
2468,574,Directed,9225,MENTIONED_BY,,1,MENTIONED_BY
2521,574,Directed,9218,MENTIONED_BY,,1,MENTIONED_BY
2524,574,Directed,9212,MENTIONED_BY,,1,MENTIONED_BY
1701,574,Directed,9207,MENTIONED_BY,,1,MENTIONED_BY
1328,574,Directed,9201,MENTIONED_BY,,1,MENTIONED_BY
2522,574,Directed,9197,MENTIONED_BY,,1,MENTIONED_BY
2523,574,Directed,9199,MENTIONED_BY,,1,MENTIONED_BY
2519,574,Directed,9189,MENTIONED_BY,,1,MENTIONED_BY
935,574,Directed,9187,MENTIONED_BY,,1,MENTIONED_BY
2520,574,Directed,9192,MENTIONED_BY,,1,MENTIONED_BY
2518,574,Directed,9183,MENTIONED_BY,,1,MENTIONED_BY
2517,574,Directed,9172,MENTIONED_BY,,1,MENTIONED_BY
2488,574,Directed,9168,MENTIONED_BY,,1,MENTIONED_BY
625,574,Directed,9156,MENTIONED_BY,,1,MENTIONED_BY
2515,574,Directed,9148,MENTIONED_BY,,1,MENTIONED_BY
2498,574,Directed,9037,MENTIONED_BY,,1,MENTIONED_BY
2458,574,Directed,9034,MENTIONED_BY,,1,MENTIONED_BY
1711,574,Directed,9032,MENTIONED_BY,,1,MENTIONED_BY
2500,574,Directed,9042,MENTIONED_BY,,1,MENTIONED_BY
2499,574,Directed,9040,MENTIONED_BY,,1,MENTIONED_BY
870,574,Directed,9021,MENTIONED_BY,,1,MENTIONED_BY
2497,574,Directed,9023,MENTIONED_BY,,1,MENTIONED_BY
2496,574,Directed,9015,MENTIONED_BY,,1,MENTIONED_BY
2493,574,Directed,9001,MENTIONED_BY,,1,MENTIONED_BY
2494,574,Directed,9005,MENTIONED_BY,,1,MENTIONED_BY
2492,574,Directed,8999,MENTIONED_BY,,1,MENTIONED_BY
692,574,Directed,9012,MENTIONED_BY,,1,MENTIONED_BY
2489,574,Directed,8990,MENTIONED_BY,,1,MENTIONED_BY
718,574,Directed,8994,MENTIONED_BY,,1,MENTIONED_BY
2490,574,Directed,8996,MENTIONED_BY,,1,MENTIONED_BY
2484,574,Directed,8970,MENTIONED_BY,,1,MENTIONED_BY
2485,574,Directed,8973,MENTIONED_BY,,1,MENTIONED_BY
1957,574,Directed,8960,MENTIONED_BY,,1,MENTIONED_BY
2483,574,Directed,8964,MENTIONED_BY,,1,MENTIONED_BY
2486,574,Directed,8979,MENTIONED_BY,,1,MENTIONED_BY
2481,574,Directed,8949,MENTIONED_BY,,1,MENTIONED_BY
2474,574,Directed,8947,MENTIONED_BY,,1,MENTIONED_BY
2480,574,Directed,8945,MENTIONED_BY,,1,MENTIONED_BY
2442,574,Directed,8928,MENTIONED_BY,,1,MENTIONED_BY
2479,574,Directed,8923,MENTIONED_BY,,1,MENTIONED_BY
2477,574,Directed,8920,MENTIONED_BY,,1,MENTIONED_BY
2453,574,Directed,8746,MENTIONED_BY,,1,MENTIONED_BY
2452,574,Directed,8737,MENTIONED_BY,,1,MENTIONED_BY
2448,574,Directed,8704,MENTIONED_BY,,1,MENTIONED_BY
1404,574,Directed,8682,MENTIONED_BY,,1,MENTIONED_BY
1211,574,Directed,8684,MENTIONED_BY,,1,MENTIONED_BY
942,574,Directed,8686,MENTIONED_BY,,1,MENTIONED_BY
2445,574,Directed,8690,MENTIONED_BY,,1,MENTIONED_BY
2446,574,Directed,8692,MENTIONED_BY,,1,MENTIONED_BY
2447,574,Directed,8698,MENTIONED_BY,,1,MENTIONED_BY
2443,574,Directed,8676,MENTIONED_BY,,1,MENTIONED_BY
2444,574,Directed,8678,MENTIONED_BY,,1,MENTIONED_BY
2440,574,Directed,8668,MENTIONED_BY,,1,MENTIONED_BY
2437,574,Directed,8650,MENTIONED_BY,,1,MENTIONED_BY
2439,574,Directed,8655,MENTIONED_BY,,1,MENTIONED_BY
2438,574,Directed,8652,MENTIONED_BY,,1,MENTIONED_BY
2436,574,Directed,8641,MENTIONED_BY,,1,MENTIONED_BY
1251,574,Directed,8644,MENTIONED_BY,,1,MENTIONED_BY
2146,574,Directed,8629,MENTIONED_BY,,1,MENTIONED_BY
2433,574,Directed,8631,MENTIONED_BY,,1,MENTIONED_BY
2432,574,Directed,8627,MENTIONED_BY,,1,MENTIONED_BY
1579,574,Directed,8487,MENTIONED_BY,,1,MENTIONED_BY
2406,574,Directed,8479,MENTIONED_BY,,1,MENTIONED_BY
2407,574,Directed,8481,MENTIONED_BY,,1,MENTIONED_BY
2401,574,Directed,8459,MENTIONED_BY,,1,MENTIONED_BY
2404,574,Directed,8474,MENTIONED_BY,,1,MENTIONED_BY
2403,574,Directed,8470,MENTIONED_BY,,1,MENTIONED_BY
2402,574,Directed,8468,MENTIONED_BY,,1,MENTIONED_BY
1196,574,Directed,8464,MENTIONED_BY,,1,MENTIONED_BY
2400,574,Directed,8454,MENTIONED_BY,,1,MENTIONED_BY
2399,574,Directed,8452,MENTIONED_BY,,1,MENTIONED_BY
973,574,Directed,8447,MENTIONED_BY,,1,MENTIONED_BY
964,574,Directed,8433,MENTIONED_BY,,1,MENTIONED_BY
2396,574,Directed,8439,MENTIONED_BY,,1,MENTIONED_BY
2394,574,Directed,8427,MENTIONED_BY,,1,MENTIONED_BY
2395,574,Directed,8429,MENTIONED_BY,,1,MENTIONED_BY
2389,574,Directed,8401,MENTIONED_BY,,1,MENTIONED_BY
1187,574,Directed,8405,MENTIONED_BY,,1,MENTIONED_BY
2390,574,Directed,8407,MENTIONED_BY,,1,MENTIONED_BY
2391,574,Directed,8409,MENTIONED_BY,,1,MENTIONED_BY
2392,574,Directed,8412,MENTIONED_BY,,1,MENTIONED_BY
1379,574,Directed,8418,MENTIONED_BY,,1,MENTIONED_BY
1167,574,Directed,8391,MENTIONED_BY,,1,MENTIONED_BY
2387,574,Directed,8394,MENTIONED_BY,,1,MENTIONED_BY
2384,574,Directed,8373,MENTIONED_BY,,1,MENTIONED_BY
1861,574,Directed,8381,MENTIONED_BY,,1,MENTIONED_BY
2385,574,Directed,8379,MENTIONED_BY,,1,MENTIONED_BY
2386,574,Directed,8386,MENTIONED_BY,,1,MENTIONED_BY
2383,574,Directed,8367,MENTIONED_BY,,1,MENTIONED_BY
2382,574,Directed,8365,MENTIONED_BY,,1,MENTIONED_BY
1728,574,Directed,8347,MENTIONED_BY,,1,MENTIONED_BY
1337,574,Directed,8315,MENTIONED_BY,,1,MENTIONED_BY
2381,574,Directed,8323,MENTIONED_BY,,1,MENTIONED_BY
2379,574,Directed,8329,MENTIONED_BY,,1,MENTIONED_BY
1596,574,Directed,8331,MENTIONED_BY,,1,MENTIONED_BY
2348,574,Directed,8158,MENTIONED_BY,,1,MENTIONED_BY
2349,574,Directed,8168,MENTIONED_BY,,1,MENTIONED_BY
2346,574,Directed,8152,MENTIONED_BY,,1,MENTIONED_BY
2347,574,Directed,8154,MENTIONED_BY,,1,MENTIONED_BY
2344,574,Directed,8142,MENTIONED_BY,,1,MENTIONED_BY
1220,574,Directed,8145,MENTIONED_BY,,1,MENTIONED_BY
2345,574,Directed,8147,MENTIONED_BY,,1,MENTIONED_BY
2343,574,Directed,8132,MENTIONED_BY,,1,MENTIONED_BY
2342,574,Directed,8130,MENTIONED_BY,,1,MENTIONED_BY
2340,574,Directed,8122,MENTIONED_BY,,1,MENTIONED_BY
2241,574,Directed,8127,MENTIONED_BY,,1,MENTIONED_BY
2341,574,Directed,8124,MENTIONED_BY,,1,MENTIONED_BY
2338,574,Directed,8115,MENTIONED_BY,,1,MENTIONED_BY
2337,574,Directed,8113,MENTIONED_BY,,1,MENTIONED_BY
2339,574,Directed,8119,MENTIONED_BY,,1,MENTIONED_BY
2336,574,Directed,8111,MENTIONED_BY,,1,MENTIONED_BY
2191,574,Directed,8108,MENTIONED_BY,,1,MENTIONED_BY
2334,574,Directed,8100,MENTIONED_BY,,1,MENTIONED_BY
2294,574,Directed,8089,MENTIONED_BY,,1,MENTIONED_BY
2333,574,Directed,8092,MENTIONED_BY,,1,MENTIONED_BY
1021,574,Directed,8087,MENTIONED_BY,,1,MENTIONED_BY
2332,574,Directed,8077,MENTIONED_BY,,1,MENTIONED_BY
2331,574,Directed,8063,MENTIONED_BY,,1,MENTIONED_BY
618,574,Directed,8066,MENTIONED_BY,,1,MENTIONED_BY
2329,574,Directed,8059,MENTIONED_BY,,1,MENTIONED_BY
1924,574,Directed,8027,MENTIONED_BY,,1,MENTIONED_BY
2328,574,Directed,8037,MENTIONED_BY,,1,MENTIONED_BY
2327,574,Directed,8035,MENTIONED_BY,,1,MENTIONED_BY
752,574,Directed,8033,MENTIONED_BY,,1,MENTIONED_BY
2326,574,Directed,8022,MENTIONED_BY,,1,MENTIONED_BY
946,574,Directed,8017,MENTIONED_BY,,1,MENTIONED_BY
2325,574,Directed,8013,MENTIONED_BY,,1,MENTIONED_BY
962,574,Directed,8009,MENTIONED_BY,,1,MENTIONED_BY
1494,574,Directed,8004,MENTIONED_BY,,1,MENTIONED_BY
1735,574,Directed,8006,MENTIONED_BY,,1,MENTIONED_BY
2289,574,Directed,7826,MENTIONED_BY,,1,MENTIONED_BY
857,574,Directed,7830,MENTIONED_BY,,1,MENTIONED_BY
1523,574,Directed,7820,MENTIONED_BY,,1,MENTIONED_BY
2288,574,Directed,7814,MENTIONED_BY,,1,MENTIONED_BY
2287,574,Directed,7810,MENTIONED_BY,,1,MENTIONED_BY
2286,574,Directed,7780,MENTIONED_BY,,1,MENTIONED_BY
2285,574,Directed,7777,MENTIONED_BY,,1,MENTIONED_BY
2284,574,Directed,7766,MENTIONED_BY,,1,MENTIONED_BY
2280,574,Directed,7750,MENTIONED_BY,,1,MENTIONED_BY
2279,574,Directed,7748,MENTIONED_BY,,1,MENTIONED_BY
2278,574,Directed,7745,MENTIONED_BY,,1,MENTIONED_BY
2282,574,Directed,7756,MENTIONED_BY,,1,MENTIONED_BY
2281,574,Directed,7752,MENTIONED_BY,,1,MENTIONED_BY
2283,574,Directed,7761,MENTIONED_BY,,1,MENTIONED_BY
2276,574,Directed,7740,MENTIONED_BY,,1,MENTIONED_BY
2277,574,Directed,7742,MENTIONED_BY,,1,MENTIONED_BY
2275,574,Directed,7732,MENTIONED_BY,,1,MENTIONED_BY
2274,574,Directed,7728,MENTIONED_BY,,1,MENTIONED_BY
1717,574,Directed,7726,MENTIONED_BY,,1,MENTIONED_BY
1820,574,Directed,7716,MENTIONED_BY,,1,MENTIONED_BY
2273,574,Directed,7719,MENTIONED_BY,,1,MENTIONED_BY
2272,574,Directed,7710,MENTIONED_BY,,1,MENTIONED_BY
2270,574,Directed,7699,MENTIONED_BY,,1,MENTIONED_BY
1467,574,Directed,7694,MENTIONED_BY,,1,MENTIONED_BY
2268,574,Directed,7672,MENTIONED_BY,,1,MENTIONED_BY
2264,574,Directed,7640,MENTIONED_BY,,1,MENTIONED_BY
1226,574,Directed,7632,MENTIONED_BY,,1,MENTIONED_BY
2263,574,Directed,7634,MENTIONED_BY,,1,MENTIONED_BY
2262,574,Directed,7630,MENTIONED_BY,,1,MENTIONED_BY
2267,574,Directed,7665,MENTIONED_BY,,1,MENTIONED_BY
2266,574,Directed,7650,MENTIONED_BY,,1,MENTIONED_BY
2265,574,Directed,7648,MENTIONED_BY,,1,MENTIONED_BY
1577,574,Directed,7655,MENTIONED_BY,,1,MENTIONED_BY
2261,574,Directed,7619,MENTIONED_BY,,1,MENTIONED_BY
2260,574,Directed,7608,MENTIONED_BY,,1,MENTIONED_BY
2257,574,Directed,7597,MENTIONED_BY,,1,MENTIONED_BY
2259,574,Directed,7603,MENTIONED_BY,,1,MENTIONED_BY
2258,574,Directed,7600,MENTIONED_BY,,1,MENTIONED_BY
2232,574,Directed,7440,MENTIONED_BY,,1,MENTIONED_BY
951,574,Directed,7433,MENTIONED_BY,,1,MENTIONED_BY
2230,574,Directed,7425,MENTIONED_BY,,1,MENTIONED_BY
1241,574,Directed,7427,MENTIONED_BY,,1,MENTIONED_BY
2224,574,Directed,7400,MENTIONED_BY,,1,MENTIONED_BY
825,574,Directed,7402,MENTIONED_BY,,1,MENTIONED_BY
2225,574,Directed,7404,MENTIONED_BY,,1,MENTIONED_BY
2226,574,Directed,7406,MENTIONED_BY,,1,MENTIONED_BY
1534,574,Directed,7419,MENTIONED_BY,,1,MENTIONED_BY
2229,574,Directed,7421,MENTIONED_BY,,1,MENTIONED_BY
1040,574,Directed,7410,MENTIONED_BY,,1,MENTIONED_BY
2227,574,Directed,7412,MENTIONED_BY,,1,MENTIONED_BY
2228,574,Directed,7415,MENTIONED_BY,,1,MENTIONED_BY
2223,574,Directed,7396,MENTIONED_BY,,1,MENTIONED_BY
1294,574,Directed,7353,MENTIONED_BY,,1,MENTIONED_BY
2217,574,Directed,7355,MENTIONED_BY,,1,MENTIONED_BY
2216,574,Directed,7350,MENTIONED_BY,,1,MENTIONED_BY
2211,574,Directed,7344,MENTIONED_BY,,1,MENTIONED_BY
1235,574,Directed,7341,MENTIONED_BY,,1,MENTIONED_BY
1067,574,Directed,7334,MENTIONED_BY,,1,MENTIONED_BY
2212,574,Directed,7329,MENTIONED_BY,,1,MENTIONED_BY
2213,574,Directed,7331,MENTIONED_BY,,1,MENTIONED_BY
2209,574,Directed,7320,MENTIONED_BY,,1,MENTIONED_BY
2206,574,Directed,7311,MENTIONED_BY,,1,MENTIONED_BY
2205,574,Directed,7304,MENTIONED_BY,,1,MENTIONED_BY
2204,574,Directed,7302,MENTIONED_BY,,1,MENTIONED_BY
2203,574,Directed,7300,MENTIONED_BY,,1,MENTIONED_BY
2208,574,Directed,7316,MENTIONED_BY,,1,MENTIONED_BY
2207,574,Directed,7314,MENTIONED_BY,,1,MENTIONED_BY
2201,574,Directed,7294,MENTIONED_BY,,1,MENTIONED_BY
2184,574,Directed,7233,MENTIONED_BY,,1,MENTIONED_BY
732,574,Directed,7209,MENTIONED_BY,,1,MENTIONED_BY
2183,574,Directed,7200,MENTIONED_BY,,1,MENTIONED_BY
2182,574,Directed,7194,MENTIONED_BY,,1,MENTIONED_BY
1357,574,Directed,7188,MENTIONED_BY,,1,MENTIONED_BY
2000,574,Directed,7183,MENTIONED_BY,,1,MENTIONED_BY
1394,574,Directed,7173,MENTIONED_BY,,1,MENTIONED_BY
2180,574,Directed,7171,MENTIONED_BY,,1,MENTIONED_BY
2179,574,Directed,7161,MENTIONED_BY,,1,MENTIONED_BY
2178,574,Directed,7158,MENTIONED_BY,,1,MENTIONED_BY
2175,574,Directed,7148,MENTIONED_BY,,1,MENTIONED_BY
1943,574,Directed,7144,MENTIONED_BY,,1,MENTIONED_BY
2174,574,Directed,7132,MENTIONED_BY,,1,MENTIONED_BY
2173,574,Directed,7125,MENTIONED_BY,,1,MENTIONED_BY
1874,574,Directed,7121,MENTIONED_BY,,1,MENTIONED_BY
1046,574,Directed,7119,MENTIONED_BY,,1,MENTIONED_BY
2136,574,Directed,6941,MENTIONED_BY,,1,MENTIONED_BY
2137,574,Directed,6943,MENTIONED_BY,,1,MENTIONED_BY
1252,574,Directed,6913,MENTIONED_BY,,1,MENTIONED_BY
2134,574,Directed,6911,MENTIONED_BY,,1,MENTIONED_BY
1238,574,Directed,6915,MENTIONED_BY,,1,MENTIONED_BY
1049,574,Directed,6907,MENTIONED_BY,,1,MENTIONED_BY
2133,574,Directed,6898,MENTIONED_BY,,1,MENTIONED_BY
847,574,Directed,6893,MENTIONED_BY,,1,MENTIONED_BY
2072,574,Directed,6890,MENTIONED_BY,,1,MENTIONED_BY
2132,574,Directed,6885,MENTIONED_BY,,1,MENTIONED_BY
1421,574,Directed,6881,MENTIONED_BY,,1,MENTIONED_BY
2067,574,Directed,6877,MENTIONED_BY,,1,MENTIONED_BY
2131,574,Directed,6873,MENTIONED_BY,,1,MENTIONED_BY
2130,574,Directed,6868,MENTIONED_BY,,1,MENTIONED_BY
991,574,Directed,6863,MENTIONED_BY,,1,MENTIONED_BY
2129,574,Directed,6854,MENTIONED_BY,,1,MENTIONED_BY
2128,574,Directed,6852,MENTIONED_BY,,1,MENTIONED_BY
2127,574,Directed,6846,MENTIONED_BY,,1,MENTIONED_BY
2126,574,Directed,6840,MENTIONED_BY,,1,MENTIONED_BY
2125,574,Directed,6832,MENTIONED_BY,,1,MENTIONED_BY
2124,574,Directed,6830,MENTIONED_BY,,1,MENTIONED_BY
2122,574,Directed,6816,MENTIONED_BY,,1,MENTIONED_BY
1451,574,Directed,6807,MENTIONED_BY,,1,MENTIONED_BY
901,574,Directed,6810,MENTIONED_BY,,1,MENTIONED_BY
2121,574,Directed,6813,MENTIONED_BY,,1,MENTIONED_BY
2119,574,Directed,6802,MENTIONED_BY,,1,MENTIONED_BY
2116,574,Directed,6794,MENTIONED_BY,,1,MENTIONED_BY
2118,574,Directed,6799,MENTIONED_BY,,1,MENTIONED_BY
2117,574,Directed,6797,MENTIONED_BY,,1,MENTIONED_BY
2093,574,Directed,6787,MENTIONED_BY,,1,MENTIONED_BY
2095,574,Directed,6778,MENTIONED_BY,,1,MENTIONED_BY
1212,574,Directed,6773,MENTIONED_BY,,1,MENTIONED_BY
1204,574,Directed,6768,MENTIONED_BY,,1,MENTIONED_BY
2113,574,Directed,6760,MENTIONED_BY,,1,MENTIONED_BY
2114,574,Directed,6762,MENTIONED_BY,,1,MENTIONED_BY
1901,574,Directed,6753,MENTIONED_BY,,1,MENTIONED_BY
2112,574,Directed,6750,MENTIONED_BY,,1,MENTIONED_BY
877,574,Directed,6747,MENTIONED_BY,,1,MENTIONED_BY
2110,574,Directed,6740,MENTIONED_BY,,1,MENTIONED_BY
2089,574,Directed,6734,MENTIONED_BY,,1,MENTIONED_BY
2088,574,Directed,6732,MENTIONED_BY,,1,MENTIONED_BY
2087,574,Directed,6730,MENTIONED_BY,,1,MENTIONED_BY
2086,574,Directed,6728,MENTIONED_BY,,1,MENTIONED_BY
2109,574,Directed,6726,MENTIONED_BY,,1,MENTIONED_BY
2085,574,Directed,6723,MENTIONED_BY,,1,MENTIONED_BY
1819,574,Directed,6721,MENTIONED_BY,,1,MENTIONED_BY
1300,574,Directed,6700,MENTIONED_BY,,1,MENTIONED_BY
2053,574,Directed,6703,MENTIONED_BY,,1,MENTIONED_BY
2106,574,Directed,6705,MENTIONED_BY,,1,MENTIONED_BY
1568,574,Directed,6707,MENTIONED_BY,,1,MENTIONED_BY
